mean_hold,std_hold,mean_flight,std_flight,typing_speed,participant_id,session_id,condition,task_type,file
79.70945945945945,18.81136339830548,107.39189189189189,306.29992049355087,6.023606023606024,62965888,1,Post-Lunch,fixed,62965888_Post-Lunch_S1.csv
84.49612403100775,21.442191188973577,76.01550387596899,230.26614983047756,7.043407043407043,62965888,1,Morning,fixed,62965888_Morning_S1.csv
